Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
11881;Quadriciclo UTV;Veículo Quadriciclo UTV para o transporte de equipe com função de intensificação da vigilância, prevenção e controle da malária em áreas remotas e de difícil acesso.;Veículo;R$ 101.149,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11880;Quadriciclo 4x4;Veículo Quadriciclo 4x4 para o transporte de equipe com função de intensificação da vigilância, prevenção e controle da malária em áreas remotas e de difícil acesso.;Veículo;R$ 64.508,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10905;Rack de Servidor;Gabinete metálico padronizado para a montagem e armazenamento modular de equipamentos de informática.;Gerais;R$ 2.874,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11966;Rack para Servidores Genomicos;Equipamento em estrutura metálica utlizado para suporte adequado a servidores computacionais que possuam tamanho padrão parea racks de 42U.;Apoio;R$ 70.843,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11856;Rádio Comunicador Marítimo;Rádio Comunicador Marítimo permite a comunicação por voz entre as embarcações e as estações costeiras em uma faixa de frequência específica. Os rádios VHF são fáceis de usar, possuem alcance adequado para a maioria das necessidades de comunicação marítima e são amplamente adotados em todo o mundo.;Apoio;R$ 3.911,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11848;Rádio VHF;É um aparelho de alta frequência que permite transmitir e receber mensagens de longas distâncias.;Gerais;R$ 2.732,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
806;Radiômetro para Fototerapia;Equipamento utilizado para monitorar a radiação emitida por equipamentos de fototerapia dentro de um determinado espectro concentrado no azul visível, bem como monitorar a exposição do paciente a essa irradiação (valor da irradiância) e a eficiência da fonte de luz.;Apoio;R$ 3.956,00;N;Clique para Detalhar;ESPECIALIZADO
2930;Rampa com Degraus;Rampa com degraus para uso fisioterápico adulto e pediátrico.;Médico Assistencial;R$ 3.530,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11896;Rampa de Equilíbrio;Equipamento utilizado para exercícios de equilíbrio, coordenação e propriocepção, com a característica principal de ter a altura ou inclinação ajustável.;Apoio;R$ 1.623,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
3091;Rampa para Alongamento;Rampa de alongamento para fisioterapia e RPG.;Médico Assistencial;R$ 163,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
779;Reanimador Pulmonar em T;Equipamento portátil aplicado para utilização em ventilação pulmonar mecânica manual não invasiva, permitindo otimização da complacência pulmonar e das trocas gasosas, através da manutenção contínua e segura do fluxo de ventilação.;Médico Assistencial;R$ 15.788,00;N;Clique para Detalhar;ESPECIALIZADO
3006;Reanimador Pulmonar Manual Adulto (Ambu);Dispositivo bolsa-valva, que quando conectado à máscara, tubo traqueal ou tubo de traqueostomia, é destinado a fornecer ventilação manual à vítima.;Médico Assistencial;R$ 277,00;N;Clique para Detalhar;ESPECIALIZADO
3010;Reanimador Pulmonar Manual Pediátrico (Ambu);Dispositivo bolsa-valva, que quando conectado à máscara, tubo traqueal ou tubo de traqueostomia, é destinado a fornecer ventilação manual à vítima.;Médico Assistencial;R$ 364,00;N;Clique para Detalhar;ESPECIALIZADO
11979;Receptor Quádruplo sem Fio Digital;É um componente central de um sistema de áudio profissional, como um sistema de microfones sem fio ou um sistema de monitoramento In-Ear (IEM).;Apoio;R$ 51.890,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11913;Reco-reco;Instrumento musical de percussão que emite sons, sendo utilizado como um recurso para atividades de reabilitação sensoriais e motoras.;Apoio;R$ 250,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11824;Recortador de Gesso;Equipamento indicado para recortes e acabamentos em modelos de gesso utilizados para a confecção de peças odontológicas.;Apoio;R$ 3.266,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
744;Refletor Odontológico;Utilizado para proporcionar luminosidade no interior da cavidade oral.;Médico Assistencial;R$ 3.073,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
688;Refratômetro;Instrumento para avaliar o índice de refração, concentração, dispersão e pureza de amostras líquidas, viscosas e sólidas de substâncias opacas e transparentes.;Médico Assistencial;R$ 368,00;N;Clique para Detalhar;ESPECIALIZADO
11294;Refratômetro de Bancada;Equipamento utilizado pela Seção de Controle Físico Químico na realização de testes para excipientes líquidos utilizados pelo LFM na produção de medicamentos.;Médico Assistencial;R$ 70.221,00;N;Clique para Detalhar;ESPECIALIZADO
66;Refrator de Greens;Equipamento óptico (manual) de Teste de Refração Subjetiva para avaliação da acuidade visual.;Médico Assistencial;R$ 11.857,00;N;Clique para Detalhar;ESPECIALIZADO
10546;Refrigerador Laboratorial;Equipamento utilizado para resfriar amostras biológicas, químicas ou materiais sensíveis, mantendo-os em temperaturas específicas controladas. Este tipo de refrigerador é essencial para preservar a integridade e estabilidade das amostras durante armazenamento ou experimentos.;Apoio;R$ 28.012,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11950;Registrador de Ponto Eletrônico;Equipamento eletrônico destinado ao registro de jornada de trabalho de colaboradores, por meio de autenticação biométrica, facial ou por cartão, conforme regulamentação vigente.;Apoio;R$ 2.498,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2966;Régua de Gases (Assistência Respiratória de Parede);Equipamento utilizado para assistência respiratória.;Infraestrutura;R$ 2.460,00;N;Clique para Detalhar;ESPECIALIZADO
1320;Relógio Comparador;É um instrumento de medida por comparação.;Gerais;R$ 786,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2482;Relógio de Parede;Relógio de parede analógico ou digital.;Gerais;R$ 148,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10258;Resfriador Rápido para Lactário;Equipamento destinado ao resfriamento rápido do leite humano.;Apoio;R$ 56.296,00;N;Clique para Detalhar;ESPECIALIZADO
10891;Ressonância Nuclear Magnética até 0,5 T;Equipamento que utliza campo magnético e ondas de radiofrequência para formar imagens médicas para fins de radiodiagnóstico.;Médico Assistencial;R$ 3.711.262,00;N;Clique para Detalhar;ESPECIALIZADO
10889;Ressonância Nuclear Magnética 1,5 T;Equipamento que utliza campo magnético e ondas de radiofrequência para formar imagens médicas para fins de radiodiagnóstico.;Médico Assistencial;R$ 5.094.050,00;N;Clique para Detalhar;ESPECIALIZADO
10890;Ressonância Nuclear Magnética 3,0 T;Equipamento que utliza campo magnético e ondas de radiofrequência para formar imagens médicas para fins de radiodiagnóstico.;Médico Assistencial;R$ 10.500.000,00;N;Clique para Detalhar;ESPECIALIZADO
98;Retinógrafo;Retinógrafo computadorizado com sistema digitalizador para captura, processamento e armazenamento dos exames realizados, com imagens do fundo de olho para avaliação da retinopatia hipertensiva e diabética.;Médico Assistencial;R$ 298.334,00;N;Clique para Detalhar;ESPECIALIZADO
11862;Retinógrafo para Telessaúde;Retinógrafo Portátil para processamento e armazenamento dos exames realizados, com imagens do fundo de olho para avaliação da retinopatia hipertensiva e diabética.;Médico Assistencial;R$ 31.520,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
1534;Retinoscópio;Equipamento de uso oftalmológico, para medição do grau de refração do olho para determinação de anomalias de refração, como miopia, hipermetropia ou astigmatismo.;Médico Assistencial;R$ 6.166,00;N;Clique para Detalhar;ESPECIALIZADO
11705;Revestidora para Comprimidos e Pellets;Equipamento utilizado para revestimento de comprimidos e pellts na indústria farmacêutica.;Apoio;R$ 2.497.687,00;N;Clique para Detalhar;ESPECIALIZADO
11778;Roçadeira Multifuncional à Gasolina;Item utilizado para podar grama e pequenas ervas que crescem no meio de plantações de plantas medicinais.;Gerais;R$ 1.253,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11898;Rolo Suspenso com Apoio dos Pés;Equipamento terapêutico utilizado para promover o equilíbrio, a coordenação e a integração sensorial;Apoio;R$ 1.682,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11674;Rotaevaporador;Equipamento para concentrar amostras através de evaporação rotativa sob vácuo, em banho aquecido.;Apoio;R$ 27.424,00;N;Clique para Detalhar;ESPECIALIZADO
2594;Roteador (LAN);Dispositivo que encaminha pacotes de dados entre redes de computadores, criando um conjunto de redes de sobreposição. Um roteador é conectado a duas ou mais linhas de dados de redes diferentes. Quando um pacote de dados chega, em uma das linhas, o roteador lê a informação de endereço no pacote para determinar o seu destino final. Em seguida, usando a informação na sua política de tabela de roteamento ou encaminhamento, ele direciona o pacote para a rede mais próxima em sua viagem.;Gerais;R$ 691,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2487;Scanner;Digitalizador ou Scanner é um aparelho de leitura ótica que permite converter imagens, fotos, ilustrações e textos em papel, num formato digital que pode ser manipulado em computador.;Gerais;R$ 4.217,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11830;Scanner de Bancada (CAD/CAM);Equipamento utilizado para digitalizar modelos dentários, oferecendo uma varredura rápida e detalhada produzindo resultados de alta qualidade em pouso tempo.;Apoio;R$ 43.428,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11923;Scanner de Lâminas;Equipamento utilizado para digitalizar lâminas microscópicas, transformando imagens deamostras biológicas em arquivos digitais de alta resolução.;Apoio;R$ 3.209.059,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11825;Scanner Intraoral Odontológico;Equipamento utilizado para realizar escaneamentos precisos e ágeis para a confecção de alinhadores ortodônticos, todo tipo de dispositivo protético sobre dentes e implantes, próteses móveis, placas mio-relaxantes e outros trabalhos.;Apoio;R$ 60.150,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11815;Scanner 3D;Escaneia a forma espacial, estrutura e cor de um objeto para obter informações sobre as coordenadas espaciais da superfície do objeto, podendo efetuar a digitalização 3D de partes do corpo (orelhas, mãos, pés e nariz) para visualizar aparência pré-cirúrgica e pós-cirúrgica ou simular os efeitos do procedimento cirúrgico.;Gerais;R$ 9.329,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11801;Secadora de Roupas Hospitalar;Secadora rotativa de roupas industrial para lavanderia hospitalar.;Apoio;R$ 86.758,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10442;Secadora de Traquéias;Secadora utilizada para secagem de acessórios de ventilação pulmonar e intrumentais cirúrgicos em geral.;Apoio;R$ 91.441,00;N;Clique para Detalhar;ESPECIALIZADO
1503;Seladora;Equipamento utilizado para selar embalagens plásticas para uso em hospitais, clínicas e outros.;Apoio;R$ 1.112,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2290;Seladora Dielétrica para Bolsa de Sangue;Equipamento utilizado para selar, exclusivamente bolsa de sangue.;Apoio;R$ 26.434,00;N;Clique para Detalhar;ESPECIALIZADO
11963;Sensor Inercial;Equipamento utilizado para mensuração objetiva de parâmetros como: marcha, equilíbrio, postura e amplitude de movimento articular. Sua aplicação abrange áreas de reabilitação, medicina esportiva, ergonomia e pesquisa científica, garantindo dados quantitativos, padronizados e exportáveis para relatórios.;Apoio;R$ 26.665,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2857;Sequenciador de DNA;Equipamento dedicado a análise de sequências de DNA, estudo de polimorfismo e detecção de alterações genéticas.;Médico Assistencial;R$ 830.536,00;N;Clique para Detalhar;ESPECIALIZADO
10071;Serra de Autópsia;Serra para dissecar e dissecção de corpos humanos.;Médico Assistencial;R$ 2.271,00;N;Clique para Detalhar;ESPECIALIZADO
11064;Serra de Fita;Equipamento para corte com serra tipo fita para secção de madeiras,plástico, alumínio e aço.;Gerais;R$ 13.050,00;N;Clique para Detalhar;ESPECIALIZADO
3054;Serra para Gesso;Equipamento utilizado para remoção de imobilização de fratura, feita em gesso e similares.;Apoio;R$ 2.539,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11629;Serra/ Perfuradora Óssea (Drill);Equipamento utilizado para serrar ou perfurar ossos em procedimentos cirúrgicos.;Médico Assistencial;R$ 42.075,00;N;Clique para Detalhar;ESPECIALIZADO
11065;Serra Tico-Tico;Equipamento vesátil utilizado para cortes de madeira, metais, plásticos e acrílico.;Gerais;R$ 545,00;N;Clique para Detalhar;ESPECIALIZADO
11967;Servidor de Ancoragem de Sistemas Web;Servidor computacional para ancoragem de servidores da web.;Apoio;R$ 760.789,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11968;Servidor de Armazenamento Central de Dados Genômicos;Servidor computacional para armazenamento central de dados genômicos;Apoio;R$ 6.835.000,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11964;Servidor de Armazenamento em Redundância;Servidor computacional de grande porte.;Apoio;R$ 4.636.000,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11969;Servidor de Armazenamento para Sequenciador Genético de Alto Desempenho-NGS;Servidor computacional para armazenamento de grande volume de dados.;Apoio;R$ 800.000,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11970;Servidor de Gerenciamento de Logs;Servidor computacional para armazenamento e monitoramento de dados de acessos.;Apoio;R$ 768.197,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11835;Servidor de Videomonitoramento;Sistema que permite que imagens geradas e gravadas em formato digital a partir da própria câmera sejam analisadas. Assim, quando captura e gera uma imagem, a câmera IP pode oferecer uma alta resolução, o que significa melhor qualidade nas imagens.;Gerais;R$ 1.847,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11971;Servidor para Processamento de Análises Genômicas;Servidor computacional de grande portre otimizado para processamento e análise de alta densidade de dados genômicos.;Apoio;R$ 768.197,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10567;Silo;Equipamento utilizado para armazenamento de gesso, usado para confeccionar moldes para confecção de órteses e próteses.;Gerais;R$ 28.660,00;N;Clique para Detalhar;ESPECIALIZADO
10297;Simetrógrafo;Equipamento utilizado para avaliação postural que permite identificar os desvios posturais mais evidentes, por meio da observação de pontos anatômicos específicos que permitirão identificar possíveis assimetrias decorrentes desta alteração postural.;Médico Assistencial;R$ 1.019,00;N;Clique para Detalhar;ESPECIALIZADO
2260;Simulador de Cabeça para Intubação;Utilizado para simular a intubação em treinamentos e práticas clínicas.;Apoio;R$ 3.458,00;N;Clique para Detalhar;ESPECIALIZADO
11929;Simulador de Escada;"Equipamento utilizado para treino de resistência aeróbia a partir da simulação
da tarefa de subir escada. Pode possuir suporte em aço para apoio dos membros superiores, display LCD(velocidade, distância, cronômetro, monitoramento cardíaco e calorias) e porta objetos. Comumente, esse
equipamento suporta até 150 kg e altura máxima de 2,30m. Para composição dos degraus, o material é
antiderrapante. Ao longo do exercício, é possível programa resistência para a impulsão do passo.";Apoio;R$ 18.409,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1977;Simulador de Maternidade;Utilizado para simular a ausculta do batimento cardíaco fetal, medição pélvica, apalpação das mamas nos treinamentos e práticas clínicas.;Apoio;R$ 17.689,00;N;Clique para Detalhar;ESPECIALIZADO
1857;Simulador de Parto;O simulador é destinado para possibilitar a prática de manobras pré-natais, intraparto e pré-parto.;Apoio;R$ 4.061,00;N;Clique para Detalhar;ESPECIALIZADO
11931;Simulador de Remo;"Equipamento para exercício aeróbio que simula o esporte de remo. Ele trabalha o
condicionamento cardiorrespiratório e função muscular da cintura escapular e de membros superioresnto utilizado no processo final de reabilitação para inserção no esporte adaptado.";Apoio;R$ 1.908,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
719;Simulador/ Tomógrafo para Radioterapia;Equipamento de diagnóstico por imagens, que são geradas por Raios X emitidos e captados em 360 graus ao redor do paciente, formando os chamados cortes tomográficos, e que possui acessórios específicos para fins de simulação de radioterapia.;Médico Assistencial;R$ 3.357.500,00;N;Clique para Detalhar;ESPECIALIZADO
11859;Sistema Automatizado Elisa;Sistema automatizado, que inclui as etapas de pipetagem, incubação, lavagem de placas, leitura e geração de resultados em um mesmo equipamento.;Médico Assistencial;R$ 1.434.459,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
878;Sistema Completo de Mistura de Sólidos por BINS;Sistema para prepração de mistura de sólidos para compressão e encapsulamento de medicamentos.;Item Industrial Hosp/Farmacêutico e/ou Pesquisa;R$ 754.243,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
10446;Sistema Computadorizado para Teste Ergométrico;Sistema computadorizado composto de esteira ergométrica e sistema de análise cardíaca para realização de teste de esforço cardíaco.;Médico Assistencial;R$ 77.740,00;N;Clique para Detalhar;ESPECIALIZADO
2095;Sistema de Aférese;Sistema de aférese é utilizado no procedimento de separação do sangue total em seus derivados.;Médico Assistencial;R$ 691.667,00;N;Clique para Detalhar;ESPECIALIZADO
11732;Sistema de Água Ultrapura;Equipamento projetado para fornecer água ultrapura de alta qualidade adaptado às necessidades de cada usuário de laboratório;Apoio;R$ 36.278,00;N;Clique para Detalhar;ESPECIALIZADO
11798;Sistema de Análise de Proteína;"Equipamento utilizado para caracterização do antígeno vacinal, com a detecção e
caracterização de proteínas";Médico Assistencial;R$ 416.482,00;N;Clique para Detalhar;ESPECIALIZADO
10278;Sistema de Bomba Intraórtica / Balão Intraórtico;Equipamento utilizado para assistência cardíaca temporária em diversos procedimentos.;Médico Assistencial;R$ 585.000,00;N;Clique para Detalhar;ESPECIALIZADO
2275;Sistema de Campo Livre;Equipamento destinado para realizar exames audiométricos.;Médico Assistencial;R$ 4.899,00;N;Clique para Detalhar;ESPECIALIZADO
11875;Sistema de Centrifugação;Sistema utilizado para separar componentes de uma mistura por meio de força centrífuga, otimizando processos como purificação, concentração e clarificação de amostras.;Gerais;R$ 3.069.125,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1543;Sistema de Cirurgia Guiada por Imagem (Neuronavegador);Equipamento de localização espacial em tempo real que rastreia, à distância e continuamente, os instrumentos cirúrgicos e sua relação com as estruturas anatômicas do paciente. As imagens tomográficas são utilizadas como mapas tridimensionais orientando todo o procedimento cirúrgico.;Médico Assistencial;R$ 1.637.946,00;N;Clique para Detalhar;ESPECIALIZADO
11826;Sistema de Digitalização de Imagens Odontológicas;Equipamento utilizado para finalidade diagnóstica, com captura de imagens radiológicas intraorais, de forma nítida e instantânea.;Apoio;R$ 11.867,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
994;Sistema de Eletroforese;Equipamento utilizado para a  separação de moléculas.;Médico Assistencial;R$ 11.762,00;N;Clique para Detalhar;ESPECIALIZADO
11200;Sistema de Embalagem Primária e Secundária para Sólidos;Sistema completo destinado à embalagens de medicamentos produzidos nos laboratórios para envasar, embalar. encaixotar e paletizar produtos sólidos orais no formato de blister e/ou frasco plástico/vidro.;Apoio;R$ 16.000.000,00;N;Clique para Detalhar;ESPECIALIZADO
11991;Sistema de Envase Asséptico;Equipamento para envase estéril de produtos biológicos.;Apoio;R$ 29.157.370,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11944;Sistema de Fermentadores;Equipamento utilizado para cultivo de levedura responsável pela produção das partículas semelhantes ao vírus VLP utilizada na produção do IFA.;Apoio;R$ 34.463.052,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11876;Sistema de Filtração em Fluxo Tangencial;Equipamento para separar e concentrar partículas ou moléculas de uma solução, permitindo a passagem de líquidos e pequenos solutos através de uma membrana, enquanto retém partículas maiores, como células, proteínas ou outros componentes.;Gerais;R$ 1.942.140,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11878;Sistema de Fluxo de Trabalho de Biologia Molecular;Equipamento destinado a realizar o fluxo de trabalho do laboratório.;Apoio;R$ 2.544.209,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
282;Sistema de Hemodinâmica;Equipamento emissor de raios-x com detector plano digital (Flat Panel) para a realização de angiografia por meio da obtenção de imagens digitais em diagnósticos cardiológicos, neurológicos, vasculares periféricos e procedimentos intervencionistas.;Médico Assistencial;R$ 4.178.374,00;N;Clique para Detalhar;ESPECIALIZADO
11667;Sistema de Higienização de Pacientes;Sistema de higienização para pacientes acamados, com deficiência física e/ou outros problemas de locomoção.;Apoio;R$ 53.334,00;N;Clique para Detalhar;ESPECIALIZADO
3012;Sistema de Hipo/Hipertermia (Colchão/ Manta);Sistema de hipotermia e hipertermia dotado de sensor para monitorização da temperatura do líquido circulante no interior do colchão e do paciente.;Médico Assistencial;R$ 250.000,00;N;Clique para Detalhar;ESPECIALIZADO
2734;Sistema de Identificação e de Antibiograma;Sistema Automático para Incubação de Microorganismo podendo realizar a identificação, detecção de crescimento bacteriano e testes de sensibilidade.;Médico Assistencial;R$ 320.850,00;N;Clique para Detalhar;ESPECIALIZADO
11882;Sistema de Inspeção das Linhas de Embalagem;Sistema de inspeção das linhas de embalagem utilizado para garantir o controle total do processo de embalagem na indústria farmacêutica;Apoio;R$ 1.062.353,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11961;Sistema de Luzes de Treinamento Reativo (Flash Reflex Training);Dispositivos interativos projetados para aprimorar a velocidade de reação, coordenação motora, agilidade e atenção. Compostas por unidades portáteis que emitem luzes coloridas e desafiam o usuário a responder rapidamente a estímulos visuais. Utilizadas em treinamentos físicos, reabilitação neuromotora e avaliações cognitivas.;Apoio;R$ 4.461,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10947;Sistema de Microscopia Cirúrgica com Vídeo Angiografia;O sistema deve conter minimamente o microscópio cirúrgico com sistema de vídeo angiografia digital e sistema compatível para realizar neuronavegação.;Médico Assistencial;R$ 1.620.372,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
10934;Sistema de Monitoramento de Temperatura;Sistema composto por sensores e software para monitor a temperatura da cadeia de frio.;Apoio;R$ 324.579,00;N;Clique para Detalhar;ESPECIALIZADO
11948;Sistema de Monitorização Neurofisiológica Intraoperatória;Equipamento destinado ao monitoramento neurofisiológico em tempo real durante procedimentos cirúrgicos, com foco na preservação de estruturas neurológicas funcionais. Permite a detecção imediata de alterações na condução neural por meio de técnicas de estimulação elétrica e registro de respostas neurofisiológicas, sendo aplicado em cirurgias neurológicas, otorrinolaringológicas, ortopédicas, vasculares e outras em que exista risco de comprometimento neurológico.;Médico Assistencial;R$ 285.031,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
11879;Sistema de Produção de Biomedicamentos;Sistema utilizado para o processo produtivo de biofármacos.;Apoio;R$ 52.838.768,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11978;Sistema de Retorno de Aúdio sem Fio;Equipamento eletrônico projetado para fornecer uma mixagem de áudio personalisada e sem fio diretamente aos ouvidos do artista, músico ou palestrante no palco ou em abientes de performance.;Apoio;R$ 1.972,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11268;Sistema de Vídeo Endoscopia Flexível;Sistema de Vídeo Endoscopia flexível para observação e biópsia de pacientes.;Médico Assistencial;R$ 348.945,00;N;Clique para Detalhar;ESPECIALIZADO
10254;Sistema de Vídeo Endoscopia Rígida;Sistema para Video  Endoscopia Rígida para realização de procedimentos de vídeocirurgias minimamente invasivas, de acordo com cada aplicação, Vídeolaparoscopia, Artroscopia,  Vídeocirurgia, Histeroscopia, Cistoscopia, Ureteroscopia, Nefroscopia, etc.;Médico Assistencial;R$ 418.000,00;N;Clique para Detalhar;ESPECIALIZADO
1123;Sistema Holter - Analisador e Gravador;O Sistema Holter trata-se de um monitor portátil que registra a atividade elétrica do coração e suas variações durante as 24 horas do dia ou mais e pode, assim, detectar alterações que em geral não aparecem num exame de tempo mais limitado, como num eletrocardiograma simples, por exemplo.;Médico Assistencial;R$ 60.646,00;N;Clique para Detalhar;ESPECIALIZADO
11873;Sistema Integrado de Granulação, Secagem e Mistura;Sistema utilizado no processo de granulação, secagem e mistura de insumos farmacêuticos para produção de medicamentos.;Gerais;R$ 56.110.373,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11951;Sistema Integrado de Monitoramento de Radiação de Àrea;Essencial para garantir a segurança radiológica de ambientes que utilizam ou armazenam materiais radioativos. O equipamento permite a detecção e medição precisa dos níveis deradiação ionizante, assegurando que estejam dentro dos limites estabelecidos pelas normas de segurança e vigilância sanitária. Além disso, é fundamental para a proteção dos profissionais envolvidos e para a prevenção de exposições indevidas.;Infraestrutura;R$ 2.160.800,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11939;Sistema Manual de Células de Difusão Vertical;"Equipamento utilizado para avaliar a permeação ou liberação de substâncias através de barreiras biológicas como pele humana, pele animal, membranas sintéticas ou mucosas, usado amplamente em ensaios de permeação transdérmica de medicamentos, cosméticos e produtos químicos; ensaios de liberação in vitro; desenvolvimento e validação de formulações dermatológicas, farmacêuticas, cosméticas e veterinárias; avaliação comparativa de bioequivalência tópica in vitro; estudos de cinética de liberação e absorção cutânea.";Apoio;R$ 217.020,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
264;Sistema para Urodinâmica;Equipamento utilizado para realização de análise do funcionamento do trato urinário inferior (bexiga e uretra) nas suas funções de armazenamento, transporte e esvaziamento de urina.;Médico Assistencial;R$ 69.800,00;N;Clique para Detalhar;ESPECIALIZADO
1990;Sofá-cama Hospitalar;Sofá utilizado para descanço, espera, entre outras funcionalidades.;Gerais;R$ 3.619,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11836;Sonofletor de Comunicação;É uma solução de sonorização voltada para emitir avisos sonoros dentre outras funções.;Gerais;R$ 5.075,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2527;Soprador Térmico;Equipamento de aquecimento ultilizado em banco de tecidos e oficina ortopédica.;Gerais;R$ 433,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2692;Suporte de Hamper;Dispositivo utilizado para descarte de roupas usadas.;Apoio;R$ 511,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2369;Suporte de Soro;Estrutura utilizada para colocar o frasco de soro durante a aplicação no paciente.;Apoio;R$ 415,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11239;Suporte de Soro para Ressonância Magnética;Estrutura utilizada para colocar o frasco de soro durante a aplicação no paciente, para uso em salas de ressonância magnética.;Apoio;R$ 711,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1590;Suporte de Westergreen;Suporte que possui capacidade para acomodar pipetas de sedimentação sanguínea segundo método Westergreen.;Médico Assistencial;R$ 463,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11838;Suporte para Perfurocortante;Suporte destinado para suportar caixa coletora de material perfurocortante no ambiente de saúde.;Gerais;R$ 35,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1327;Switch;"É um equipamento de interconexão, do tipo concentrador de rede, porém, ele divide a rede em domínios de colisão independentes.

*Este equipamento possui especificação e preço unitário previamente validados pelo Ministério da Saúde e não serão permitidas alterações.";Gerais;R$ 4.033,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11816;Switch de distribuição;Elemento intermediário entre os switches core e os switches de acesso. Esses equipamentos normalmente são utilizados em redes locais com múltiplas unidades.;Gerais;R$ 79.228,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11972;Switch de 100GB;Switch de alto desempenho para transmissão de grande volume de dados.;Apoio;R$ 93.246,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
